Episode,Order,Subject,Enviroment,Gesture,Remark_Episode,Remark_Snapshot
20250521120816,0,Subject3,Environment1,Gesture0,TRUE
20250521120816,1,Subject3,Environment1,Gesture0,TRUE
20250521120816,2,Subject3,Environment1,Gesture0,TRUE
20250521120816,3,Subject3,Environment1,Gesture0,TRUE
20250521120816,4,Subject3,Environment1,Gesture0,TRUE
20250521120904,0,Subject3,Environment1,Gesture0,TRUE
20250521120904,1,Subject3,Environment1,Gesture0,TRUE
20250521120904,2,Subject3,Environment1,Gesture0,TRUE
20250521120904,3,Subject3,Environment1,Gesture0,TRUE
20250521120904,4,Subject3,Environment1,Gesture0,TRUE
20250521120954,0,Subject3,Environment1,Gesture1,TRUE
20250521120954,1,Subject3,Environment1,Gesture1,TRUE
20250521120954,2,Subject3,Environment1,Gesture1,TRUE
20250521120954,3,Subject3,Environment1,Gesture1,TRUE
20250521120954,4,Subject3,Environment1,Gesture1,TRUE
20250521120954,5,Subject3,Environment1,Gesture1,TRUE
20250521121021,0,Subject3,Environment1,Gesture2,TRUE
20250521121021,1,Subject3,Environment1,Gesture2,TRUE
20250521121021,2,Subject3,Environment1,Gesture2,TRUE
20250521121021,3,Subject3,Environment1,Gesture2,TRUE
20250521121021,4,Subject3,Environment1,Gesture2,TRUE
20250521121041,0,Subject3,Environment1,Gesture3,TRUE
20250521121041,1,Subject3,Environment1,Gesture3,TRUE
20250521121041,2,Subject3,Environment1,Gesture3,TRUE
20250521121041,3,Subject3,Environment1,Gesture3,TRUE
20250521121041,4,Subject3,Environment1,Gesture3,TRUE
20250521121101,0,Subject3,Environment1,Gesture4,TRUE
20250521121101,1,Subject3,Environment1,Gesture4,TRUE
20250521121101,2,Subject3,Environment1,Gesture4,TRUE
20250521121101,3,Subject3,Environment1,Gesture4,TRUE
20250521121101,4,Subject3,Environment1,Gesture4,TRUE
20250521121115,0,Subject3,Environment1,Gesture5,TRUE
20250521121115,1,Subject3,Environment1,Gesture5,TRUE
20250521121115,2,Subject3,Environment1,Gesture5,TRUE
20250521121115,3,Subject3,Environment1,Gesture5,TRUE
20250521121115,4,Subject3,Environment1,Gesture5,TRUE
20250521121136,0,Subject3,Environment1,Gesture6,TRUE
20250521121136,1,Subject3,Environment1,Gesture6,TRUE
20250521121136,2,Subject3,Environment1,Gesture6,TRUE
20250521121136,3,Subject3,Environment1,Gesture6,TRUE
20250521121136,4,Subject3,Environment1,Gesture6,TRUE
20250521121150,0,Subject3,Environment1,Gesture7,TRUE
20250521121150,1,Subject3,Environment1,Gesture7,TRUE
20250521121150,2,Subject3,Environment1,Gesture7,TRUE
20250521121150,3,Subject3,Environment1,Gesture7,TRUE
20250521121150,4,Subject3,Environment1,Gesture7,TRUE
20250521121403,0,Subject3,Environment1,Gesture9,TRUE
20250521121403,1,Subject3,Environment1,Gesture9,TRUE
20250521121403,2,Subject3,Environment1,Gesture9,TRUE
20250521121403,3,Subject3,Environment1,Gesture9,TRUE
20250521121403,4,Subject3,Environment1,Gesture9,TRUE
20250521121428,0,Subject3,Environment1,Gesture10,TRUE
20250521121428,1,Subject3,Environment1,Gesture10,TRUE
20250521121428,2,Subject3,Environment1,Gesture10,TRUE
20250521121428,3,Subject3,Environment1,Gesture10,TRUE
20250521121428,4,Subject3,Environment1,Gesture10,TRUE
20250521121443,0,Subject3,Environment1,Gesture11,TRUE
20250521121443,1,Subject3,Environment1,Gesture11,TRUE
20250521121443,2,Subject3,Environment1,Gesture11,TRUE
20250521121443,3,Subject3,Environment1,Gesture11,TRUE
20250521121443,4,Subject3,Environment1,Gesture11,TRUE
